road,id,model_type,name,lat,lon,length,condition,lengthR,lengthL,conditionR,conditionL,bridgedual,crossing,idx
Z1126,281000021,link,Z1126_LRP013a_E_LRP013c,21.77539940190909,92.08000226992728,738.900000000001,,,,,,,,
Z1126,281000022,bridge,Z1126_LRP013c_LRP013c_E,21.7785369631436,92.074755803794,8.1,1,,,,,,,
Z1126,281000023,link,Z1126_LRP013c_E_LRP016a,21.77857521258278,92.07469170656954,2641.8999999999996,,,,,,,,
Z1126,281000024,bridge,Z1126_LRP016a_LRP016a_E,21.7898546780487,92.0547798243902,7.5,1,,,,,,,
Z1126,281000025,link,Z1126_LRP016a_E_LRP016b,21.790402678499998,92.05586716625,152.49999999999807,,,,,,,,
Z1126,281000026,bridge,Z1126_LRP016b_LRP016b_E,21.7901385727272,92.0530075727272,2.2,0,,,,,,,
Z1126,281000027,link,Z1126_LRP016b_E_LRP017a,21.791180479159998,92.0552182771,787.8000000000043,,,,,,,,
Z1126,281000028,bridge,Z1126_LRP017a_LRP017a_E,21.794849549367,92.0513664012658,4.5,0,,,,,,,
Z1126,281000029,link,Z1126_LRP017a_E_LRP017b,21.79521914293478,92.0518473977174,355.49999999999926,,,,,,,,
Z1126,281000030,bridge,Z1126_LRP017b_LRP017c,21.7971941,92.0501944,15.4,2,,,,,,,
Z1126,281000031,link,Z1126_LRP017c_LRP018a,21.7973608,92.0501667,673.9999999999995,,,,,,,,
Z1126,281000032,bridge,Z1126_LRP018a_LRP018a_E,21.7998092115942,92.0554718449275,5.3,0,,,,,,,
Z1126,281000033,link,Z1126_LRP018a_E_LRP018b,21.80063613329,92.05526201149,244.7000000000017,,,,,,,,
Z1126,281000034,bridge,Z1126_LRP018b_LRP018b_E,21.8015592094577,92.0564403278688,2.0,0,,,,,,,
Z1126,281000035,link,Z1126_LRP018b_E_LRPE,21.8023973986,92.0562076866,646.0000000000008,,,,,,,,
Z1126,281000036,sourcesink,Z1126_end,21.8068333,92.0585833,0.0,,,,,,,,
Z1127,282000000,sourcesink,Z1127_start,21.7664444,92.0767216,0.0,,,,,,,,
Z1127,282000001,link,Z1127_LRPS_LRPSa,21.7664444,92.0767216,362.0,,,,,,,,
Z1127,282000002,bridge,Z1127_LRPSa_LRPSa_E,21.7685594202597,92.0740052836363,3.0,0,,,,,,,
Z1127,282000003,link,Z1127_LRPSa_E_LRP004a,21.768617556810984,92.0745374970433,3715.0,,,,,,,,
Z1127,282000004,bridge,Z1127_LRP004a_LRP004b,21.7800827,92.0453608,160.035,0,,,,,,,
Z1127,282000005,link,Z1127_LRP004b_LRP005a,21.7803604,92.0438052,1869.0000000000007,,,,,,,,
Z1127,282000006,bridge,Z1127_LRP005a_LRP005a_E,21.7827849942583,92.026789591866,3.0,1,,,,,,,
Z1127,282000007,link,Z1127_LRP005a_E_LRP006a,21.782680387486035,92.02682396446927,686.9999999999994,,,,,,,,
Z1127,282000008,bridge,Z1127_LRP006a_LRP006a_E,21.783908637799,92.0207827952153,2.2,0,,,,,,,
Z1127,282000009,link,Z1127_LRP006a_E_LRP007a,21.783899847955308,92.02077047830167,747.7999999999998,,,,,,,,
Z1127,282000010,bridge,Z1127_LRP007a_LRP007a_E,21.7868514757575,92.0154444393939,2.2,0,,,,,,,
Z1127,282000011,link,Z1127_LRP007a_E_LRP007b,21.78691753848,92.01516550016,497.8000000000007,,,,,,,,
Z1127,282000012,bridge,Z1127_LRP007b_LRP007b_E,21.7890758421725,92.0116064527156,3.7,0,,,,,,,
Z1127,282000013,link,Z1127_LRP007b_E_LRP008a,21.789078176673577,92.01157594848705,946.299999999999,,,,,,,,
Z1127,282000014,bridge,Z1127_LRP008a_LRP008a_E,21.7927807359999,92.004037746,3.3,0,,,,,,,
Z1127,282000015,link,Z1127_LRP008a_E_LRPE,21.79278091948,92.00400621153001,1870.7000000000012,,,,,,,,
Z1127,282000016,sourcesink,Z1127_end,21.7949997,91.9869441,0.0,,,,,,,,
Z1128,283000000,sourcesink,Z1128_start,21.7521389,91.9797216,0.0,,,,,,,,
Z1128,283000001,link,Z1128_LRPS_LRP001a,21.7521389,91.9797216,70.0,,,,,,,,
Z1128,283000002,bridge,Z1128_LRP001a_LRPSb,21.7522092933333,91.9790678333333,120.0,1,,,,,,,
Z1128,283000003,link,Z1128_LRPSb_LRP002a,21.7528056,91.9780827,2135.0,,,,,,,,
Z1128,283000004,bridge,Z1128_LRP002a_LRP002b,21.7669993,91.9701938,64.99999999999994,0,,,,,,,
Z1128,283000005,link,Z1128_LRP002b_LRP004a,21.7673882,91.9697216,1118.0,,,,,,,,
Z1128,283000006,bridge,Z1128_LRP004a_LRP003b,21.7770170472222,91.9673858861111,73.0,1,,,,,,,
Z1128,283000007,link,Z1128_LRP003b_LRP006a,21.7776382,91.9673049,2330.0000000000005,,,,,,,,
Z1128,283000008,bridge,Z1128_LRP006a_LRP006a_E,21.787350778,91.976343212,4.3,0,,,,,,,
Z1128,283000009,link,Z1128_LRP006a_E_LRP008a,21.78734695573,91.97638274792,1395.6999999999996,,,,,,,,
Z1128,283000010,bridge,Z1128_LRP008a_LRP008a_E,21.7948293999999,91.9867908644628,4.6,0,,,,,,,
Z1128,283000011,link,Z1128_LRP008a_E_LRPE,21.79484458,91.98680261252066,260.4000000000006,,,,,,,,
Z1128,283000012,sourcesink,Z1128_end,21.7962497,91.9877219,0.0,,,,,,,,
Z1129,284000000,sourcesink,Z1129_start,21.8556111,91.875666,0.0,,,,,,,,
Z1129,284000001,link,Z1129_LRPS_LRPSb,21.8556111,91.875666,750.0,,,,,,,,
Z1129,284000002,bridge,Z1129_LRPSb_LRPSb_E,21.8562222,91.8687216,3.6,0,,,,,,,
Z1129,284000003,link,Z1129_LRPSb_E_LRP001a,21.856225088800002,91.8687529328,366.4000000000001,,,,,,,,
Z1129,284000004,bridge,Z1129_LRP001a_LRP001a_E,21.8565191044444,91.8719419155555,3.6,0,,,,,,,
Z1129,284000005,link,Z1129_LRP001a_E_LRP002a,21.85645791241245,91.87100369699556,1276.3999999999999,,,,,,,,
Z1129,284000006,bridge,Z1129_LRP002a_LRP002b,21.85675,91.8719716,21.3,0,,,,,,,
Z1129,284000007,link,Z1129_LRP002b_LRPE,21.8568056,91.8718327,1979.0000000000005,,,,,,,,
Z1129,284000008,sourcesink,Z1129_end,21.8513056,91.8558333,0.0,,,,,,,,
Z1130,285000000,sourcesink,Z1130_start,21.6576389,92.0750549,0.0,,,,,,,,
Z1130,285000001,link,Z1130_LRPS_LRP001c,21.6576389,92.0750549,1950.0,,,,,,,,
Z1130,285000002,bridge,Z1130_LRP001c_LRP001c_E,21.6447997859756,92.0851561579268,10.14,2,,,,,,,
Z1130,285000003,link,Z1130_LRP001c_E_LRP002a,21.644731819372264,92.08522587086424,239.86000000000018,,,,,,,,
Z1130,285000004,bridge,Z1130_LRP002a_LRP002a_E,21.6435389764044,92.0870920325842,2.4,0,,,,,,,
Z1130,285000005,link,Z1130_LRP002a_E_LRP002b,21.6435333,92.08714764008,247.59999999999982,,,,,,,,
Z1130,285000006,bridge,Z1130_LRP002b_LRP002b_E,21.6424075719101,92.0891519483146,2.9,0,,,,,,,
Z1130,285000007,link,Z1130_LRP002b_E_LRP003a,21.64240605,92.08925602343,1128.1,,,,,,,,
Z1130,285000008,bridge,Z1130_LRP003a_LRP003b,21.6383608,92.0988886,20.999999999999908,0,,,,,,,
Z1130,285000009,link,Z1130_LRP003b_LRP004a,21.6383052,92.0990274,457.9999999999997,,,,,,,,
Z1130,285000010,bridge,Z1130_LRP004a_LRP004a_E,21.637386,92.1031717363636,1.9,0,,,,,,,
Z1130,285000011,link,Z1130_LRP004a_E_LRP004b,21.63745346664,92.10284552291,688.1000000000004,,,,,,,,
Z1130,285000012,bridge,Z1130_LRP004b_LRP004b_E,21.6364884850746,92.1055141074626,18.43,0,,,,,,,
Z1130,285000013,link,Z1130_LRP004b_E_LRP015a,21.636609587208,92.104886617427,10691.57,,,,,,,,
Z1130,285000014,bridge,Z1130_LRP015a_LRP015a_E,21.5755771922779,92.144070454054,2.3,0,,,,,,,
Z1130,285000015,link,Z1130_LRP015a_E_LRP015c,21.57558510192607,92.14402019624514,51.699999999998525,,,,,,,,
Z1130,285000016,bridge,Z1130_LRP015c_LRP015d,21.575166,92.143833,61.25,0,,,,,,,
Z1130,285000017,link,Z1130_LRP015d_LRP015b,21.574666,92.1435552,105.00000000000043,,,,,,,,
Z1130,285000018,bridge,Z1130_LRP015b_LRP015b_E,21.573830463476,92.1430052035264,2.4,0,,,,,,,
Z1130,285000019,link,Z1130_LRP015b_E_LRP016a,21.57381048,92.14299412,951.6000000000008,,,,,,,,
Z1130,285000020,bridge,Z1130_LRP016a_LRP016b,21.5658889,92.1402219,21.000000000000796,0,,,,,,,
Z1130,285000021,link,Z1130_LRP016b_LRP017a,21.56575,92.1402774,384.999999999998,,,,,,,,
Z1130,285000022,bridge,Z1130_LRP017a_LRP017a_E,21.5623015785714,92.1414996571428,15.35,0,,,,,,,
Z1130,285000023,link,Z1130_LRP017a_E_LRP017c,21.562164089561225,92.14154838869388,544.6500000000008,,,,,,,,
Z1130,285000024,bridge,Z1130_LRP017c_LRP017c_E,21.5579139088571,92.1432287231428,1.8,0,,,,,,,
Z1130,285000025,link,Z1130_LRP017c_E_LRP018b,21.55801124175,92.14340289662499,1194.1999999999985,,,,,,,,
Z1130,285000026,bridge,Z1130_LRP018b_LRP018c,21.5483052,92.1477219,7.999999999999119,0,,,,,,,
Z1130,285000027,link,Z1130_LRP018c_LRP018a,21.5481941,92.1477497,96.00000000000009,,,,,,,,
Z1130,285000028,bridge,Z1130_LRP018a_LRP018a_E,21.5474566314629,92.1480649993988,5.5,1,,,,,,,
Z1130,285000029,link,Z1130_LRP018a_E_LRP019a,21.547414380661323,92.14808306342685,494.49999999999864,,,,,,,,
Z1130,285000030,bridge,Z1130_LRP019a_LRP019a_E,21.5435098984962,92.1500168390977,10.4,1,,,,,,,
Z1130,285000031,link,Z1130_LRP019a_E_LRP019c,21.543666981727576,92.14996356465116,189.6000000000022,,,,,,,,
Z1130,285000032,bridge,Z1130_LRP019c_LRP019c_E,21.5424348190476,92.1509821428571,2.45,0,,,,,,,
Z1130,285000033,link,Z1130_LRP019c_E_LRP019d,21.54242631320598,92.15099170209302,247.55000000000038,,,,,,,,
Z1130,285000034,bridge,Z1130_LRP019d_LRP019d_E,21.5403834935483,92.1520287032258,2.3,0,,,,,,,
Z1130,285000035,link,Z1130_LRP019d_E_LRP020a,21.540479338632984,92.15198386569094,247.69999999999825,,,,,,,,
Z1130,285000036,bridge,Z1130_LRP020a_LRP020a_E,21.5384612407407,92.1529787308641,2.2,0,,,,,,,
Z1130,285000037,link,Z1130_LRP020a_E_LRP020b,21.538529895839524,92.15297407123329,347.79999999999944,,,,,,,,
Z1130,285000038,bridge,Z1130_LRP020b_LRP020b_E,21.5359446076666,92.1544458666666,2.2,0,,,,,,,
Z1130,285000039,link,Z1130_LRP020b_E_LRP020c,21.535801956387097,92.15433100761291,147.8000000000037,,,,,,,,
Z1130,285000040,bridge,Z1130_LRP020c_LRP020c_E,21.5347640576666,92.1550708666666,2.3,0,,,,,,,
Z1130,285000041,link,Z1130_LRP020c_E_LRP020d,21.534519682752688,92.15491831824731,247.69999999999825,,,,,,,,
Z1130,285000042,bridge,Z1130_LRP020d_LRP020d_E,21.5327271316037,92.1559891636792,12.3,0,,,,,,,
Z1130,285000043,link,Z1130_LRP020d_E_LRP020e,21.53229855587097,92.15593564512903,87.69999999999811,,,,,,,,
Z1130,285000044,bridge,Z1130_LRP020e_LRP020e_E,21.5318752919811,92.1562905316037,2.3,2,,,,,,,
Z1130,285000045,link,Z1130_LRP020e_E_LRP021a,21.531529704258066,92.15628779674194,547.699999999999,,,,,,,,
Z1130,285000046,bridge,Z1130_LRP021a_LRP021a_E,21.5273040076923,92.1581219303167,2.3,0,,,,,,,
Z1130,285000047,link,Z1130_LRP021a_E_LRP021b,21.527121493215432,92.15823425773311,197.69999999999754,,,,,,,,
Z1130,285000048,bridge,Z1130_LRP021b_LRP021b_E,21.5258210573221,92.1587717698744,2.3,0,,,,,,,
Z1130,285000049,link,Z1130_LRP021b_E_LRP022a,21.525647731157555,92.15885055998392,497.6999999999982,,,,,,,,
Z1130,285000050,bridge,Z1130_LRP022a_LRP022a_E,21.5217291923076,92.160251605048,10.4,0,,,,,,,
Z1130,285000051,link,Z1130_LRP022a_E_LRP022c,21.521644472307692,92.16027938254807,189.59999999999866,,,,,,,,
Z1130,285000052,bridge,Z1130_LRP022c_LRP022c_E,21.5202405816753,92.16112233089,2.3,0,,,,,,,
Z1130,285000053,link,Z1130_LRP022c_E_LRP022d,21.52017328599138,92.1610758037069,497.6999999999982,,,,,,,,
Z1130,285000054,bridge,Z1130_LRP022d_LRP022d_E,21.516219593,92.162961108,5.75,1,,,,,,,
Z1130,285000055,link,Z1130_LRP022d_E_LRP023a,21.516206339570555,92.16293343660531,94.25000000000239,,,,,,,,
Z1130,285000056,bridge,Z1130_LRP023a_LRP023a_E,21.515442143,92.163238908,2.3,0,,,,,,,
Z1130,285000057,link,Z1130_LRP023a_E_LRP023b,21.515427660858897,92.1632405801227,732.6999999999978,,,,,,,,
Z1130,285000058,bridge,Z1130_LRP023b_LRP023c,21.5144722,92.1697493,4.9,0,,,,,,,
Z1130,285000059,link,Z1130_LRP023c_LRP023d,21.5132222,92.1698327,358.9999999999982,,,,,,,,
Z1130,285000060,bridge,Z1130_LRP023d_LRP023e,21.5131944,92.1729993,42.00000000000159,0,,,,,,,
Z1130,285000061,link,Z1130_LRP023e_LRPE,21.5128611,92.1732493,100.99999999999909,,,,,,,,
Z1130,285000062,sourcesink,Z1130_end,21.5128333,92.1741938,0.0,,,,,,,,
Z1131,286000000,sourcesink,Z1131_start,21.6150278,92.0668604,0.0,,,,,,,,
Z1131,286000001,link,Z1131_LRPS_LRPSa,21.6150278,92.0668604,650.0,,,,,,,,
Z1131,286000002,bridge,Z1131_LRPSa_LRPSa_E,21.6152120611764,92.0615861052941,3.1,0,,,,,,,
Z1131,286000003,link,Z1131_LRPSa_E_LRPSb,21.615200538285716,92.06140617085714,76.89999999999996,,,,,,,,
Z1131,286000004,bridge,Z1131_LRPSb_LRPSb_E,21.6152198034482,92.0607772775862,2.4,0,,,,,,,
Z1131,286000005,link,Z1131_LRPSb_E_LRP006a,21.61522151232653,92.06074391336054,5488.6,,,,,,,,
Z1131,286000006,bridge,Z1131_LRP006a_LRP006b,21.6148333,92.0175271,357.99999999999966,0,,,,,,,
Z1131,286000007,link,Z1131_LRP006b_LRPE,21.6137778,92.0144167,102.00000000000031,,,,,,,,
Z1131,286000008,sourcesink,Z1131_end,21.6136667,92.0142778,0.0,,,,,,,,
Z1132,287000000,sourcesink,Z1132_start,21.4412497,91.9859441,0.0,,,,,,,,
Z1132,287000001,link,Z1132_LRPS_LRPSa,21.4412497,91.9859441,189.99999999999997,,,,,,,,
Z1132,287000002,bridge,Z1132_LRPSa_LRPSa_E,21.4430019037735,91.9861575641509,1.8,0,,,,,,,
Z1132,287000003,link,Z1132_LRPSa_E_LRPSb,21.443018278222223,91.98615537844444,98.19999999999999,,,,,,,,
Z1132,287000004,bridge,Z1132_LRPSb_LRPSb_E,21.4438579415094,91.9860702056603,1.3,0,,,,,,,
Z1132,287000005,link,Z1132_LRPSb_E_LRPSc,21.443878179333332,91.98606328566666,58.699999999999974,,,,,,,,
Z1132,287000006,bridge,Z1132_LRPSc_LRPSc_E,21.4443792809523,91.9860128904761,1.3,0,,,,,,,
Z1132,287000007,link,Z1132_LRPSc_E_LRPSd,21.444396712666666,91.98600775233332,28.700000000000003,,,,,,,,
Z1132,287000008,bridge,Z1132_LRPSd_LRPSd_E,21.4445600442307,91.9861332480769,1.3,0,,,,,,,
Z1132,287000009,link,Z1132_LRPSd_E_LRPSe,21.44456577360577,91.98614192870191,23.7,,,,,,,,
Z1132,287000010,bridge,Z1132_LRPSe_LRPSe_E,21.4446702245192,91.986300183173,1.3,0,,,,,,,
Z1132,287000011,link,Z1132_LRPSe_E_LRPSf,21.44467595389423,91.98630886379807,173.6999999999999,,,,,,,,
Z1132,287000012,bridge,Z1132_LRPSf_LRPSf_E,21.4454176341463,91.9874768689895,1.8,0,,,,,,,
Z1132,287000013,link,Z1132_LRPSf_E_LRPSg,21.445421989268294,91.98749010933798,298.2,,,,,,,,
Z1132,287000014,bridge,Z1132_LRPSg_LRP001f,21.446305872093,91.9895352232558,232.2,1,,,,,,,
Z1132,287000015,link,Z1132_LRP001f_LRP001b,21.4479997,91.9898052,680.0,,,,,,,,
Z1132,287000016,bridge,Z1132_LRP001b_LRP001b_E,21.4531729226415,91.9903131283018,6.8,1,,,,,,,
Z1132,287000017,link,Z1132_LRP001b_E_LRP006a,21.45323065849057,91.99030029811321,4783.2,,,,,,,,
Z1132,287000018,bridge,Z1132_LRP006a_LRP006a_E,21.4939905252782,91.9957133036566,2.1,0,,,,,,,
Z1132,287000019,link,Z1132_LRP006a_E_LRP007a,21.49400014953283,91.99619885411616,647.8999999999999,,,,,,,,
Z1132,287000020,bridge,Z1132_LRP007a_LRP007a_E,21.498186126923,91.9977656557692,3.0,0,,,,,,,
Z1132,287000021,link,Z1132_LRP007a_E_LRP009a,21.498207360576924,91.99778568798077,1611.9999999999993,,,,,,,,
Z1132,287000022,bridge,Z1132_LRP009a_LRP009b,21.5095,92.0076111,348.00000000000074,0,,,,,,,
Z1132,287000023,link,Z1132_LRP009b_LRP009c,21.5119444,92.0096944,546.9999999999989,,,,,,,,
Z1132,287000024,bridge,Z1132_LRP009c_LRP009c_E,21.5160067571428,92.0153667583333,3.1,2,,,,,,,
Z1132,287000025,link,Z1132_LRP009c_E_LRP010a,21.51525813018438,92.01327065764642,303.9000000000005,,,,,,,,
Z1132,287000026,bridge,Z1132_LRP010a_LRP010a_E,21.5173389178571,92.015887059375,1.4,0,,,,,,,
Z1132,287000027,link,Z1132_LRP010a_E_LRP010b,21.51707910229935,92.0151562659436,361.5999999999993,,,,,,,,
Z1132,287000028,bridge,Z1132_LRP010b_LRP010b_E,21.5189370517857,92.0177505598214,2.3,2,,,,,,,
Z1132,287000029,link,Z1132_LRP010b_E_LRP012a,21.518947662178572,92.01776847148214,1107.7000000000012,,,,,,,,
Z1132,287000030,bridge,Z1132_LRP012a_LRP012b,21.5198604,92.0267493,6.000000000000227,0,,,,,,,
Z1132,287000031,link,Z1132_LRP012b_LRP011c,21.5198604,92.0268049,200.99999999999875,,,,,,,,
Z1132,287000032,bridge,Z1132_LRP011c_LRP011c_E,21.5205641815126,92.0283844953781,5.1,0,,,,,,,
Z1132,287000033,link,Z1132_LRP011c_E_LRP013a,21.520582038655462,92.02842457466387,732.9000000000008,,,,,,,,
Z1132,287000034,bridge,Z1132_LRP013a_LRP013a_E,21.5241701388059,92.0334423358209,3.0,0,,,,,,,
Z1132,287000035,link,Z1132_LRP013a_E_LRP013b,21.524194268656718,92.0334560202985,571.9999999999992,,,,,,,,
Z1132,287000036,bridge,Z1132_LRP013b_LRP013b_E,21.5285715862955,92.0358828400428,3.0,3,,,,,,,
Z1132,287000037,link,Z1132_LRP013b_E_LRP014a,21.5285649,92.03583836342858,547.0000000000006,,,,,,,,
Z1132,287000038,bridge,Z1132_LRP014a_LRP014a_E,21.5321577678304,92.0384107187032,2.0,0,,,,,,,
Z1132,287000039,link,Z1132_LRP014a_E_LRP014b,21.5319604325,92.0389347752,405.9999999999988,,,,,,,,
Z1132,287000040,bridge,Z1132_LRP014b_LRP014b_E,21.5342985926147,92.0412024586826,3.5,3,,,,,,,
Z1132,287000041,link,Z1132_LRP014b_E_LRP015a,21.53409904625,92.0417216684,578.4999999999982,,,,,,,,
Z1132,287000042,bridge,Z1132_LRP015a_LRP015a_E,21.5370470352941,92.0459931529411,3.0,0,,,,,,,
Z1132,287000043,link,Z1132_LRP015a_E_LRP015b,21.537303406824645,92.04579700909953,507.0000000000015,,,,,,,,
Z1132,287000044,bridge,Z1132_LRP015b_LRP015b_E,21.5399811619047,92.0496637666666,2.2,0,,,,,,,
Z1132,287000045,link,Z1132_LRP015b_E_LRP015c,21.540239584341233,92.04945731245498,147.79999999999836,,,,,,,,
Z1132,287000046,bridge,Z1132_LRP015c_LRP015c_E,21.5409996857142,92.0506030999999,6.7,0,,,,,,,
Z1132,287000047,link,Z1132_LRP015c_E_LRP016a,21.541130470881516,92.05056791117535,328.30000000000047,,,,,,,,
Z1132,287000048,bridge,Z1132_LRP016a_LRP016a_E,21.5456546492753,92.0523502275362,3.1,0,,,,,,,
Z1132,287000049,link,Z1132_LRP016a_E_LRP017a,21.545705816347827,92.05236520278261,741.9000000000011,,,,,,,,
Z1132,287000050,bridge,Z1132_LRP017a_LRP017a_E,21.5491889863325,92.0561438375854,1.6,0,,,,,,,
Z1132,287000051,link,Z1132_LRP017a_E_LRP017b,21.549200528929386,92.05615345544419,168.39999999999833,,,,,,,,
Z1132,287000052,bridge,Z1132_LRP017b_LRP017b_E,21.5504153872437,92.0571657350797,1.5,0,,,,,,,
Z1132,287000053,link,Z1132_LRP017b_E_LRP017d,21.550426208428245,92.05717475182233,718.5000000000023,,,,,,,,
Z1132,287000054,bridge,Z1132_LRP017d_LRP017d_E,21.5540033447368,92.0624257495844,6.6,0,,,,,,,
Z1132,287000055,link,Z1132_LRP017d_E_LRPE,21.55373588472,92.06252031528,965.399999999999,,,,,,,,
Z1132,287000056,sourcesink,Z1132_end,21.5541389,92.0675827,0.0,,,,,,,,
Z1133,288000000,sourcesink,Z1133_start,21.1157222,92.1971941,0.0,,,,,,,,
Z1133,288000001,link,Z1133_LRPS_LRPSa,21.1157222,92.1971941,25.0,,,,,,,,
Z1133,288000002,bridge,Z1133_LRPSa_LRPSa_E,21.1156211886363,92.1969826113636,3.5,0,,,,,,,
Z1133,288000003,link,Z1133_LRPSa_E_LRPSb,21.11568425660622,92.19697054851036,201.5,,,,,,,,
Z1133,288000004,bridge,Z1133_LRPSb_LRPSb_E,21.1148072583333,92.1952563229166,3.0,0,,,,,,,
Z1133,288000005,link,Z1133_LRPSb_E_LRPSc,21.11541199611399,92.19536646852332,186.99999999999997,,,,,,,,
Z1133,288000006,bridge,Z1133_LRPSc_LRPSc_E,21.1143241712328,92.193659879452,13.1,1,,,,,,,
Z1133,288000007,link,Z1133_LRPSc_E_LRPSe,21.115145593549222,92.19379690174871,366.90000000000003,,,,,,,,
Z1133,288000008,bridge,Z1133_LRPSe_LRPSe_E,21.1147512558139,92.190808488372,1.5,0,,,,,,,
Z1133,288000009,link,Z1133_LRPSe_E_LRPSf,21.114818747586206,92.19091252827586,115.50000000000004,,,,,,,,
Z1133,288000010,bridge,Z1133_LRPSf_LRPSg,21.1153056,92.1900274,9.6,1,,,,,,,
Z1133,288000011,link,Z1133_LRPSg_LRP001a,21.1153333,92.1899441,212.9999999999999,,,,,,,,
Z1133,288000012,bridge,Z1133_LRP001a_LRP001a_E,21.1158731554216,92.1878825168674,2.9,0,,,,,,,
Z1133,288000013,link,Z1133_LRP001a_E_LRP001b,21.11586563466667,92.1878393306,317.10000000000014,,,,,,,,
Z1133,288000014,bridge,Z1133_LRP001b_LRP001b_E,21.116434690625,92.184962353125,1.6,2,,,,,,,
Z1133,288000015,link,Z1133_LRP001b_E_LRP001c,21.116371305333335,92.1848798824,188.3999999999999,,,,,,,,
Z1133,288000016,bridge,Z1133_LRP001c_LRP001c_E,21.1167902894736,92.1832291368421,1.8,0,,,,,,,
Z1133,288000017,link,Z1133_LRP001c_E_LRP001d,21.116673089333332,92.1831136852,108.20000000000007,,,,,,,,
Z1133,288000018,bridge,Z1133_LRP001d_LRP001d_E,21.1169318073684,92.1821805242105,1.8,0,,,,,,,
Z1133,288000019,link,Z1133_LRP001d_E_LRP001e,21.11684762266667,92.1820922252,218.19999999999996,,,,,,,,
Z1133,288000020,bridge,Z1133_LRP001e_LRP001e_E,21.1172148431578,92.1800832989473,1.8,0,,,,,,,
Z1133,288000021,link,Z1133_LRP001e_E_LRP002a,21.117196689333333,92.1800493052,278.1999999999998,,,,,,,,
Z1133,288000022,bridge,Z1133_LRP002a_LRP002a_E,21.117061825,92.1782007125,2.3,0,,,,,,,
Z1133,288000023,link,Z1133_LRP002a_E_LRP002b,21.116421234672544,92.17767802770781,237.70000000000024,,,,,,,,
Z1133,288000024,bridge,Z1133_LRP002b_LRP002b_E,21.1157541507246,92.1754779690821,2.5,0,,,,,,,
Z1133,288000025,link,Z1133_LRP002b_E_LRP003a,21.115421439987408,92.17571165491184,447.5000000000002,,,,,,,,
Z1133,288000026,bridge,Z1133_LRP003a_LRP003a_E,21.1130995145631,92.1724300466019,3.6,0,,,,,,,
Z1133,288000027,link,Z1133_LRP003a_E_LRP003b,21.113068932038836,92.17241354252428,106.39999999999982,,,,,,,,
Z1133,288000028,bridge,Z1133_LRP003b_LRP003b_E,21.1121635777777,92.1719345555555,0.9,0,,,,,,,
Z1133,288000029,link,Z1133_LRP003b_E_LRP003c,21.112168279631067,92.17192868151457,234.09999999999974,,,,,,,,
Z1133,288000030,bridge,Z1133_LRP003c_LRP003c_E,21.1103434241758,92.1713128230769,5.3,0,,,,,,,
Z1133,288000031,link,Z1133_LRP003c_E_LRP004a,21.110373430427185,92.17098604982525,454.6999999999999,,,,,,,,
Z1133,288000032,bridge,Z1133_LRP004a_LRP004a_E,21.1069918352941,92.1687656647058,3.2,2,,,,,,,
Z1133,288000033,link,Z1133_LRP004a_E_LRP004b,21.106940425203884,92.16918307968933,391.80000000000035,,,,,,,,
Z1133,288000034,bridge,Z1133_LRP004b_LRP004b_E,21.104079723913,92.1677047521739,1.5,0,,,,,,,
Z1133,288000035,link,Z1133_LRP004b_E_LRP004c,21.10396769045,92.1676022437,368.49999999999915,,,,,,,,
Z1133,288000036,bridge,Z1133_LRP004c_LRP004c_E,21.1017113217391,92.1665881565217,1.4,0,,,,,,,
Z1133,288000037,link,Z1133_LRP004c_E_LRP005a,21.10107000482,92.16597904852,238.5999999999999,,,,,,,,
Z1133,288000038,bridge,Z1133_LRP005a_LRP005a_E,21.0990961421052,92.1652338947368,2.5,0,,,,,,,
Z1133,288000039,link,Z1133_LRP005a_E_LRP005b,21.09918129975,92.1649210535,317.4999999999999,,,,,,,,
Z1133,288000040,bridge,Z1133_LRP005b_LRP005b_E,21.0966941,92.1635278,3.0,0,,,,,,,
Z1133,288000041,link,Z1133_LRP005b_E_LRP006a,21.096673850000002,92.16350896659999,796.9999999999997,,,,,,,,
Z1133,288000042,bridge,Z1133_LRP006a_LRP006a_E,21.0913021444444,92.1582993777777,6.0,0,,,,,,,
Z1133,288000043,link,Z1133_LRP006a_E_LRP006c,21.0912536,92.1584678932,213.99999999999952,,,,,,,,
Z1133,288000044,bridge,Z1133_LRP006c_LRP006c_E,21.089998447826,92.1570628043478,1.5,0,,,,,,,
Z1133,288000045,link,Z1133_LRP006c_E_LRP006d,21.089918504761904,92.15706230500001,298.5000000000007,,,,,,,,
Z1133,288000046,bridge,Z1133_LRP006d_LRP006d_E,21.0899385639999,92.1542433079999,9.0,0,,,,,,,
Z1133,288000047,link,Z1133_LRP006d_E_LRP007a,21.089393185931034,92.15444549586208,365.99999999999966,,,,,,,,
Z1133,288000048,bridge,Z1133_LRP007a_LRP007a_E,21.0888582663341,92.1515780042394,4.0,2,,,,,,,
Z1133,288000049,link,Z1133_LRP007a_E_LRP006e,21.08845757075862,92.15142578551725,235.99999999999977,,,,,,,,
Z1133,288000050,bridge,Z1133_LRP006e_LRP006f,21.0878608,92.1494997,1.5,0,,,,,,,
Z1133,288000051,link,Z1133_LRP006f_LRP007c,21.0877219,92.149333,211.99999999999974,,,,,,,,
